learnable	type	translation	authoritative	is_regex
genève	proper noun		1	0
vers			1	0
faire	verb		1	0
dans le nord			1	0
chercher			1	0
du vélo			1	0
bus	noun		1	0
peut-être			1	0
permis	noun		1	0
à la			1	0
espagne	proper noun		1	0
conduire	verb		1	0
dans le sud			1	0
est-elle			1	0
rarement	adverb		1	0
pas de			1	0
habitais	verb		1	0
micro-ondes			1	0
eux	pronoun		1	0
appareil photo			1	0
malheureusement	adverb		1	0
chez			1	0
au téléphone			1	0
pas			1	0
jamais	adverb		1	0
voyager	verb		1	0
machine à laver			1	0
tout le monde			1	0
c'est un			1	0
facilement	adverb		1	0
ta	determiner		1	0
y	pronoun		1	0
pas maintenant			1	0
petit	adjective		1	0
carte d'identité			1	0
alpes	proper noun		1	0
skier	verb		1	0
louer			1	0
pas moi			1	0
louons	verb		1	0
l'avez			1	0
hier	adverb		1	0
livre	noun		1	0
lu	verb		1	0
une fois			1	0
l'ai			1	0
déjà	adverb		1	0
beaucoup			1	0
l'as			1	0
détesté	verb		1	0
presque			1	0
vu	verb		1	0
aimé	verb		1	0
emprunter	verb		1	0
vraiment			1	0
toujours			1	0
entrer	verb		1	0
il ne faut pas			1	0
sous la pluie			1	0
ils sont			1	0
femme de ménage			1	0
entrés	verb		1	0
comment	adverb		1	0
il est			1	0
descendus	verb		1	0
venues	verb		1	0
chats	noun		1	0
week-end			1	0
chocolat	noun		1	0
devenir	verb		1	0
viennent			1	0
football	noun		1	0
en famille			1	0
conduis	verb		1	0
quel âge			1	0
souvenir			1	0
tout de suite			1	0
revenir	verb		1	0
petits-enfants			1	0
bientôt	adverb		1	0
petit-fils			1	0
es	verb		1	0
souvenons			1	0
passé	noun		1	0
au début			1	0
sa	determiner		1	0
temps	noun		1	0
restée	verb		1	0
après	preposition		1	0
sont-ils			1	0
angleterre	proper noun		1	0
devenu	verb		1	0
vingtième	numeral		1	0
est-elle			1	0
devenus	verb		1	0
grands-parents			1	0
devenue	verb		1	0
parle			1	0
né	verb		1	0
nés	verb		1	0
de			1	0
mélanger	verb		1	0
boire	verb		1	0
besoin de			1	0
plusieurs	adjective		1	0
est-il			1	0
vegan			1	0
par			1	0
sucre	noun		1	0
frais	adjective		1	0
eau	noun		1	0
fois	noun		1	0
mélange	verb		1	0
fraîche	adjective		1	0
pleuvoir	verb		1	0
toute la journée			1	0
est-ce qu'			1	0
royaume-uni			1	0
pleut	verb		1	0
printemps	noun		1	0
quel temps			1	0
neige	verb		1	0
beaucoup de			1	0
fait-il			1	0
parfois	adverb		1	0
chaud	adjective		1	0
neiger	verb		1	0
tous les jours			1	0
six	numeral		1	0
cette			1	0
jusqu'			1	0
perdre	verb		1	0
se perd			1	0
passe par			1	0
en face			1	0
au			1	0
ne vous perdez			1	0
garer			1	0
commencé à			1	0
yoga	noun		1	0
devrait	verb		1	0
lever	verb		1	0
dormir	verb		1	0
douze	numeral		1	0
trop de			1	0
moins de			1	0
longtemps	adverb		1	0
as l'air			1	0
handball	noun		1	0
rugby	noun		1	0
rester	verb		1	0
jouer	verb		1	0
en forme			1	0
jus	noun		1	0
tôt	adverb		1	0
pour la santé			1	0
n'en			1	0
web	noun		1	0
la leur			1	0
ce sont des			1	0
noël	noun		1	0
animaux	noun		1	0
envoyer			1	0
offrir	verb		1	0
revoir			1	0
rendez-vous			1	0
tellement	adverb		1	0
offert	verb		1	0
nous nous sommes			1	0
brésil	proper noun		1	0
se sont			1	0
quelqu'un			1	0
vous vous êtes			1	0
frappé			1	0
homme	noun		1	0
rencontrés	verb		1	0
beaux	adjective		1	0
d'origine			1	0
pouvons	verb		1	0
cheveux	noun		1	0
rendre visite			1	0
retrouver	verb		1	0
petite amie			1	0
parce que			1	0
grand-mère			1	0
rendu	verb		1	0
libanaise	adjective		1	0
libanaises	adjective		1	0
rousse	adjective		1	0
donc	conjunction		1	0
par contre			1	0
enfin	adverb		1	0
plaisent	verb		1	0
plaît	verb		1	0
ananas	noun		1	0
franchement	adverb		1	0
juste	adverb		1	0
typiquement	adverb		1	0
pourrions			1	0
absolument	adverb		1	0
peuvent	verb		1	0
descendu	verb		1	0
-là			1	0
vraiment	adverb		1	0
cours	noun		1	0
eu	verb		1	0
mathématiques	noun		1	0
londres	proper noun		1	0
l'			1	0
lui en			1	0
préparer	verb		1	0
faire plaisir à			1	0
part	noun		1	0
pardonner	verb		1	0
faire plaisir			1	0
même pas	adverb		1	0
refuser	verb		1	0
non plus	adverb		1	0
complètement	adverb		1	0
rendre	verb		1	0
rend	verb		1	0
sens	noun		1	0
vous en			1	0
m'en			1	0
t'en			1	0
beaux-parents	noun		1	0
leur en			1	0
oh là là			1	0
nous en			1	0
personne	pronoun		1	0
rien	pronoun		1	0
sinon	conjunction		1	0
étudié	verb		1	0
habiter	verb		1	0
quel			1	0
algériennes	adjective		1	0
loyer	noun		1	0
francophones	adjective		1	0
algérienne	adjective		1	0
algérien	adjective		1	0
francophone	adjective		1	0
bonjour	interjection		1	0
dit	verb		1	0
de la famille			1	0
tu y			1	0
partout	adverb		1	0
non	adverb		1	0
êtes	verb		1	0
lui	pronoun		1	0
vieil			1	0
bienvenue	adjective		1	0
penseras	verb		1	0
bienvenu	adjective		1	0
ce soir			1	0
fait			1	0
bureau de change			1	0
quoi	pronoun		1	0
s'il vous plaît			1	0
en faisant			1	0
aide	verb		1	0
s'			1	0
aidez	verb		1	0
ne porte pas			1	0
avec			1	0
s'il			1	0
vite	adverb		1	0
autant	adverb		1	0
nous			1	0
urgent	adjective		1	0
en jouant			1	0
bras	noun		1	0
restes	verb		1	0
cassé			1	0
aire de jeux			1	0
allez	verb		1	0
faire mal			1	0
resterez	verb		1	0
heureusement	noun		1	0
vas			1	0
fait mal			1	0
barbecue	noun		1	0
me suis			1	0
en utilisant			1	0
corps	noun		1	0
saignes	verb		1	0
blessures	noun		1	0
saigné	verb		1	0
brûlé	verb		1	0
blessure	noun		1	0
pizza	noun		1	0
gâteau	noun		1	0
n'as pas			1	0
rapidement	adverb		1	0
appelé	verb		1	0
s'est			1	0
entrant	verb		1	0
samu	noun		1	0
police	noun		1	0
coupé	verb		1	0
coupée	verb		1	0
amoureux			1	0
dès	preposition		1	0
seulement	adverb		1	0
hip-hop			1	0
il y avait			1	0
batterie			1	0
panne	noun		1	0
bois			1	0
mouton	noun		1	0
moutons	noun		1	0
dessiné	verb		1	0
pendant que			1	0
plu	verb		1	0
neigé	verb		1	0
vent			1	0
camping	noun		1	0
circulation	noun		1	0
doucement	adverb		1	0
mal	adverb		1	0
chat	noun		1	0
chien	noun		1	0
lunettes de soleil			1	0
sauvages	adjective		1	0
collines	noun		1	0
oublies	verb		1	0
arrêtés	verb		1	0
carte			1	0
oublié	verb		1	0
j'ai envie			1	0
conduit	verb		1	0
pense que			1	0
tourné	verb		1	0
mauvaise			1	0
océan			1	0
avant de			1	0
vérifié	verb		1	0
vérifie	verb		1	0
cadeau	noun		1	0
écouter	verb		1	0
pizzas	noun		1	0
venir	verb		1	0
croire	verb		1	0
accueillir	verb		1	0
on apporte			1	0
on va			1	0
une fête			1	0
jazz	noun		1	0
recevons	verb		1	0
mois	noun		1	0
monnaie			1	0
ouvrir	verb		1	0
chaque	determiner		1	0
remplir	verb		1	0
ticket			1	0
le			1	0
ouvert	verb		1	0
signer	verb		1	0
formulaires	noun		1	0
plus			1	0
pas de poisson			1	0
moins			1	0
répondent			1	0
répondre			1	0
il faut			1	0
mille neuf cent			1	0
quatre-vingt-dix			1	0
depuis	preposition		1	0
appelles			1	0
on se voit			1	0
salut	interjection		1	0
d'accord			1	0
on mange			1	0
conduisons	verb		1	0
vas-tu			1	0
appelez			1	0
ça va			1	0
essayé			1	0
demandé	verb		1	0
attendu	verb		1	0
dansé	verb		1	0
monté			1	0
n'aime pas			1	0
dix	numeral		1	0
étudier	verb		1	0
copié sur			1	0
réussir	verb		1	0
avancé	adjective		1	0
débutant	adjective		1	0
débutante	adjective		1	0
les	pronoun		1	0
tableau			1	0
dessiner	verb		1	0
professeur			1	0
gommes	noun		1	0
compléter	verb		1	0
gomme	noun		1	0
complètent	verb		1	0
salle de classe			1	0
content			1	0
du café			1	0
biologie	noun		1	0
à l'étranger			1	0
trousses	noun		1	0
forte	adjective		1	0
trousse	noun		1	0
rappelez	verb		1	0
éteignent	verb		1	0
éteignez	verb		1	0
comment est-ce que			1	0
qu'est-ce que			1	0
souris			1	0
utiliser	verb		1	0
as-tu			1	0
cliquer	verb		1	0
éteindre	verb		1	0
imprime	verb		1	0
copie	verb		1	0
cliqué	verb		1	0
imprimez	verb		1	0
autour	preposition		1	0
pâtes	noun		1	0
invité	verb		1	0
travaillé	verb		1	0
lavé	verb		1	0
préparé	verb		1	0
repas	noun		1	0
pour			1	0
elles			1	0
nettoyé	verb		1	0
répond			1	0
entends			1	0
attendez			1	0
attendons			1	0
ne me			1	0
entendent			1	0
oranges	noun		1	0
pas de viande			1	0
œufs	noun		1	0
vous			1	0
nourriture	noun		1	0
environ	adverb		1	0
ça	pronoun		1	0
samedi			1	0
autre chose			1	0
peu	adverb		1	0
grand	adjective		1	0
à manger			1	0
bleu clair			1	0
fruits de mer			1	0
sweat-shirt			1	0
hockey	noun		1	0
près de			1	0
en			1	0
coup de pied			1	0
comme	adverb		1	0
de			1	0
important			1	0
comprendre	verb		1	0
échecs	noun		1	0
foot	noun		1	0
club	noun		1	0
sportif	adjective		1	0
jamaïcaine	adjective		1	0
jamaïcain	adjective		1	0
accompagnes	verb		1	0
sportifs	adjective		1	0
accompagnez	verb		1	0
dommage	adverb		1	0
savoir	verb		1	0
volleyball	noun		1	0
le mieux			1	0
sauté	verb		1	0
patine	verb		1	0
patiner	verb		1	0
jouiez	verb		1	0
laquelle	pronoun		1	0
commencer	verb		1	0
nerveuses	adjective		1	0
nerveux	adjective		1	0
pries	verb		1	0
championne	noun		1	0
olympiques	adjective		1	0
olympique	adjective		1	0
prie	verb		1	0
championnes	noun		1	0
prier	verb		1	0
pour			1	0
donner	verb		1	0
c'est le			1	0
gagné			1	0
attrape	verb		1	0
chantez	verb		1	0
la plus			1	0
serviettes			1	0
fait tomber			1	0
pâtisserie			1	0
apporter	verb		1	0
excusez-moi			1	0
voudrez	verb		1	0
sénégalaise	adjective		1	0
sénégalais	adjective		1	0
monde	noun		1	0
voudriez-vous			1	0
et demi			1	0
dépêche-toi			1	0
pas encore			1	0
voyage	verb		1	0
toujours			1	0
avec			1	0
bu	verb		1	0
cela	pronoun		1	0
fermée	adjective		1	0
fermés	verb		1	0
réservé	verb		1	0
curry	noun		1	0
moutarde	noun		1	0
crevettes	noun		1	0
comprises	adjective		1	0
là-bas			1	0
entre	preposition		1	0
hamburgers	noun		1	0
apéritif	adjective		1	0
habituelle	adjective		1	0
habituel	adjective		1	0
inviterons	verb		1	0
invitera	verb		1	0
grossir	verb		1	0
maigrir	verb		1	0
maigri	verb		1	0
rempli	verb		1	0
gâteaux	noun		1	0
au			1	0
en train de			1	0
manges	verb		1	0
lait	noun		1	0
chocolats	noun		1	0
sans	preposition		1	0
cuisiner	verb		1	0
il n'y a			1	0
encore			1	0
fille	noun		1	0
mangez	verb		1	0
nous	pronoun		1	0
rencontrer	verb		1	0
voyages	verb		1	0
restez	verb		1	0
allemagne	proper noun		1	0
lundi			1	0
australie	proper noun		1	0
faisait			1	0
électricité			1	0
queue	noun		1	0
mesdames			1	0
en colère			1	0
gravement	adverb		1	0
serait-il possible			1	0
puis	adverb		1	0
lire	verb		1	0
excuse-moi			1	0
filles			1	0
filles	noun		1	0
hommes	noun		1	0
amusant	adjective		1	0
amusante	adjective		1	0
amusantes	adjective		1	0
ce sont			1	0
femmes	noun		1	0
fils	noun		1	0
mexicains	adjective		1	0
amusants	adjective		1	0
mexicaines	adjective		1	0
chiens	noun		1	0
mangent	verb		1	0
garçons	noun		1	0
mange	verb		1	0
étudient	verb		1	0
croissant	noun		1	0
sénégal	proper noun		1	0
mangeons	verb		1	0
s'appelle			1	0
animal de compagnie			1	0
vas	verb		1	0
vais	verb		1	0
femme			1	0
merci	interjection		1	0
fille			1	0
grand-père			1	0
chouette	noun		1	0
billet d'avion			1	0
à			1	0
étudies	verb		1	0
étudie	verb		1	0
italie	proper noun		1	0
europe	proper noun		1	0
mexicaine	adjective		1	0
femme	noun		1	0
mexicain	adjective		1	0
garçon	noun		1	0
comment tu t'appelles			1	0
m'appelle			1	0
bonne nuit			1	0
oui	adverb		1	0
à demain			1	0
salut			1	0
à bientôt			1	0
bonne journée			1	0
au revoir			1	0
orange	noun		1	0
cheval	noun		1	0
finalement	adverb		1	0
compris	verb		1	0
écrit	verb		1	0
appris	verb		1	0
fait	verb		1	0
grève			1	0
vraies	adjective		1	0
où est-ce que			1	0
par terre			1	0
es-tu			1	0
réunir	verb		1	0
opinions	noun		1	0
participer	verb		1	0
participé	verb		1	0
partagent	verb		1	0
partage	verb		1	0
participe	verb		1	0
réunies	verb		1	0
réunissons	verb		1	0
dix-huit	numeral		1	0
mis	verb		1	0
arrêter	verb		1	0
ouvrières	noun		1	0
si	adverb		1	0
c'est une			1	0
manifestent	verb		1	0
changements	noun		1	0
grèves	noun		1	0
conditions	noun		1	0
manifester	verb		1	0
bien sûr			1	0
leurs	pronoun		1	0
leur	pronoun		1	0
voudriez	verb		1	0
réserver	verb		1	0
pour			1	0
n'importe quel			1	0
messieurs			1	0
insupportables	adjective		1	0
fait			1	0
vôtre	pronoun		1	0
mettre	verb		1	0
vôtres	pronoun		1	0
changer	verb		1	0
devriez	verb		1	0
qu'est-ce qu'			1	0
nôtres	pronoun		1	0
aider			1	0
nôtre	pronoun		1	0
aider	verb		1	0
promenades	noun		1	0
voudrions	verb		1	0
partira	verb		1	0
à cause			1	0
exactement	adverb		1	0
annulations	noun		1	0
retards	noun		1	0
écrivait	verb		1	0
n'y avait			1	0
pouvons			1	0
en ligne			1	0
e-mails			1	0
travailler	verb		1	0
écrivions	verb		1	0
petite	adjective		1	0
portables			1	0
internet	noun		1	0
écrivons			1	0
c'est mon			1	0
grand			1	0
ce sont mes			1	0
sérieuses	adjective		1	0
timides	adjective		1	0
hôtel de ville			1	0
mieux	adverb		1	0
croissants	noun		1	0
de pire en pire			1	0
bagages			1	0
les courses			1	0
c'est ma			1	0
moins	adverb		1	0
petite			1	0
plus			1	0
continué	verb		1	0
n'importe quelle			1	0
s'écrit			1	0
brouillard	noun		1	0
coiffe	verb		1	0
coiffez	verb		1	0
-toi			1	0
choisi	verb		1	0
voudrait	verb		1	0
porter	verb		1	0
inquiétons	verb		1	0
bien			1	0
à moi			1	0
pas bien			1	0
voudrais	verb		1	0
en occupe			1	0
peut-être			1	0
grâce	noun		1	0
un autre			1	0
shampoing	noun		1	0
maquillage	noun		1	0
occupons	verb		1	0
cherchant	verb		1	0
dedans	adverb		1	0
sous	preposition		1	0
sortant	verb		1	0
marchant	verb		1	0
petits	adjective		1	0
brosse à dents			1	0
singes	noun		1	0
lavabo	noun		1	0
arrivant	verb		1	0
ouvrant	verb		1	0
rats	noun		1	0
rat	noun		1	0
cabine d'essayage			1	0
descendant	verb		1	0
allant	verb		1	0
regardant	verb		1	0
ours	noun		1	0
promener	verb		1	0
bureau de poste			1	0
cents	noun		1	0
au bout de			1	0
est	noun		1	0
états-unis			1	0
sur l'avenue			1	0
centre-ville			1	0
monument	noun		1	0
monuments	noun		1	0
comprends			1	0
de classe			1	0
cahier d'activités			1	0
comprennent			1	0
vocabulaire			1	0
apprendre			1	0
prennent			1	0
mal à			1	0
sentir	verb		1	0
tout va bien			1	0
miel	noun		1	0
dois pas			1	0
devez pas			1	0
en haut			1	0
fort	adverb		1	0
tien	pronoun		1	0
promotion	noun		1	0
-ci			1	0
d'abord			1	0
autant			1	0
brosse	verb		1	0
crème solaire			1	0
partant	verb		1	0
réveillant	verb		1	0
garant	verb		1	0
n'ai pas			1	0
ce sont les			1	0
n'y			1	0
aucune			1	0
genre			1	0
déranger	verb		1	0
payer			1	0
chapeau	noun		1	0
aucun			1	0
miens	pronoun		1	0
choisir	verb		1	0
taille			1	0
t-shirts			1	0
tienne	pronoun		1	0
en promotion			1	0
mienne	pronoun		1	0
lesquels	pronoun		1	0
lesquelles	pronoun		1	0
mien	pronoun		1	0
prends			1	0
prenez-vous			1	0
manteaux	noun		1	0
les magasins			1	0
suffisantes	adjective		1	0
à point			1	0
viande	noun		1	0
rôtie	adjective		1	0
cuits	adjective		1	0
rôties	adjective		1	0
en entrée			1	0
fumer	verb		1	0
lequel	pronoun		1	0
laquelle			1	0
lequel			1	0
je ne sais pas			1	0
obligé	adjective		1	0
pâtisseries	noun		1	0
goûte	verb		1	0
l'air			1	0
carte			1	0
invitations	noun		1	0
remercions	verb		1	0
ouverte	adjective		1	0
remercié	verb		1	0
depuis longtemps			1	0
parlent-ils			1	0
cigarettes	noun		1	0
glaçons	noun		1	0
devenues	verb		1	0
mamie			1	0
grands-pères			1	0
vie			1	0
mariés	adjective		1	0
petite-fille			1	0
restés	verb		1	0
félicitations	interjection		1	0
née	verb		1	0
leur			1	0
naître	verb		1	0
resté	verb		1	0
en bas			1	0
ne faisait			1	0
au-dessus			1	0
zéro	noun		1	0
copain			1	0
homme d'affaires			1	0
saurai	verb		1	0
par cœur			1	0
contente			1	0
au foyer			1	0
et onze			1	0
en achète			1	0
un peu de			1	0
ne nous			1	0
à côté			1	0
machine à café			1	0
correctement	adverb		1	0
envie			1	0
parlez-vous			1	0
êtes-vous			1	0
prends-tu			1	0
sont-ils			1	0
étudiez-vous			1	0
aimes-tu			1	0
parles-tu			1	0
choix	noun		1	0
clairement	adverb		1	0
pourtant	adverb		1	0
en dessert			1	0
envie			1	0
en ai			1	0
en changer			1	0
en			1	0
peur de			1	0
enseignons	verb		1	0
repos	noun		1	0
as besoin			1	0
en a			1	0
depuis			1	0
rêve			1	0
sérieusement	adverb		1	0
m'y			1	0
s'y			1	0
arriver			1	0
pense à			1	0
dentistes	noun		1	0
gérante	noun		1	0
gérant	noun		1	0
y			1	0
deux mille			1	0
poste			1	0
carrières	noun		1	0
arrivons	verb		1	0
habituer	verb		1	0
garée	verb		1	0
garés	verb		1	0
ne me suis			1	0
ne t'es			1	0
passé	verb		1	0
ne s'est			1	0
allongée	verb		1	0
tu t'es			1	0
toute seule			1	0
coiffé	verb		1	0
dinosaure	noun		1	0
promené	verb		1	0
réveillé	verb		1	0
réveillée	verb		1	0
levé	verb		1	0
sel	noun		1	0
pain grillé			1	0
n'y a plus de			1	0
il n'y a plus de			1	0
-onze			1	0
-deux			1	0
quatre-vingts			1	0
petit frère			1	0
soixante-dix			1	0
quatre-vingt			1	0
-douze			1	0
-trois			1	0
-un			1	0
reste	verb		1	0
grand			1	0
tout droit			1	0
champs-élysées			1	0
n'allez pas			1	0
en parle			1	0
peur			1	0
en est			1	0
beaucoup trop			1	0
ciseaux	noun		1	0
ne se sont			1	0
passer			1	0
bac	noun		1	0
auras	noun		1	0
trouver	verb		1	0
apprendre	verb		1	0
devrons	verb		1	0
saurons	verb		1	0
apprendra	verb		1	0
expliquer	verb		1	0
elle			1	0
bien s'entendre			1	0
erreurs	noun		1	0
sauras	verb		1	0
sont à			1	0
espérons	verb		1	0
découvrons	verb		1	0
diplômé	adjective		1	0
écrire	verb		1	0
bazar	noun		1	0
servent à			1	0
plein			1	0
jettes	verb		1	0
en bas			1	0
en haut			1	0
spécialement	adverb		1	0
que			1	0
cherchions	verb		1	0
plastique	adjective		1	0
bois	noun		1	0
utiles	adjective		1	0
sert à			1	0
envoyé	verb		1	0
reçu	verb		1	0
sauront	verb		1	0
voudront	verb		1	0
ratent			1	0
même			1	0
pièce de théâtre			1	0
de la brioche			1	0
au secours			1	0
de la confiture			1	0
confiture	noun		1	0
en pause			1	0
jeu de société			1	0
donne			1	0
offrir			1	0
le leur			1	0
lui			1	0
j'achète			1	0
télécharger	verb		1	0
journal	noun		1	0
nouvel	adjective		1	0
écrivez			1	0
me	pronoun		1	0
nouveaux	adjective		1	0
écrire			1	0
montre			1	0
donnes			1	0
café au lait			1	0
beurre	noun		1	0
aime			1	0
du miel			1	0
du sucre			1	0
cerf-volant			1	0
quatre	numeral		1	0
même			1	0
volé	verb		1	0
montré	verb		1	0
se passe			1	0
aidé	verb		1	0
récemment	adverb		1	0
t'ai			1	0
dehors	adverb		1	0
voleuse	noun		1	0
gagner	verb		1	0
peint	verb		1	0
parle de			1	0
qui			1	0
prix			1	0
danse	verb		1	0
il y a trois			1	0
télé	noun		1	0
être	verb		1	0
joue			1	0
danser	verb		1	0
adoré	verb		1	0
salle d'attente			1	0
le	pronoun		1	0
mets	noun		1	0
attendra	verb		1	0
sac à main			1	0
ouvrir			1	0
billets			1	0
mexique	proper noun		1	0
ouvrez			1	0
accueillez	verb		1	0
-six			1	0
beaucoup			1	0
pièces			1	0
une autre			1	0
-neuf			1	0
cravates	noun		1	0
gâteau			1	0
aimer	verb		1	0
à boire			1	0
allumez	verb		1	0
tapis	noun		1	0
regarder	verb		1	0
allume	verb		1	0
ménage	noun		1	0
la	pronoun		1	0
si			1	0
en panne			1	0
range	verb		1	0
allumons	verb		1	0
œuf	noun		1	0
préparons	verb		1	0
e-mail			1	0
à			1	0
rouges	adjective		1	0
neuf	numeral		1	0
sept	numeral		1	0
après-midi			1	0
voyagent	verb		1	0
aux	preposition		1	0
aux toilettes			1	0
voyageons	verb		1	0
grands	adjective		1	0
addition	noun		1	0
prends			1	0
bienvenue	noun		1	0
bonne soirée			1	0
manteau	noun		1	0
pêche	noun		1	0
mouillée	adjective		1	0
froid			1	0
rendez-vous			1	0
instructions	noun		1	0
attendrons	verb		1	0
prendra	verb		1	0
répondra	verb		1	0
lira	verb		1	0
prendras	verb		1	0
diras	verb		1	0
attendras	verb		1	0
répondras	verb		1	0
prendrai	verb		1	0
mettrai	verb		1	0
attendrai	verb		1	0
boirai	verb		1	0
nous			1	0
passera	verb		1	0
tout seul			1	0
arrivera	verb		1	0
dormira	verb		1	0
mangeras	verb		1	0
près du			1	0
nageras	verb		1	0
travailleras	verb		1	0
parleras	verb		1	0
partiras	verb		1	0
passeras	verb		1	0
en vacances			1	0
marcheras	verb		1	0
parlerai	verb		1	0
dormirai	verb		1	0
voyagerai	verb		1	0
visiterai	verb		1	0
resterai	verb		1	0
quelque chose de			1	0
on			1	0
commande	verb		1	0
ne le			1	0
ne la			1	0
disponibles	adjective		1	0
pratiques	noun		1	0
achète			1	0
tasses			1	0
lave	verb		1	0
tout neuf			1	0
toute neuve			1	0
laver	verb		1	0
nettoyer	verb		1	0
ranger	verb		1	0
carrés	adjective		1	0
coussin	noun		1	0
sortons			1	0
travailler			1	0
partez			1	0
