learnable	normalized	partOfSpeech	source
kérek	kerek		Duolingo
kevés	keves		Duolingo
keveset	keveset		Duolingo
ki	ki		Duolingo
kicsi	kicsi		Duolingo
kicsik	kicsik		Duolingo
kicsit	kicsit		Duolingo
kik	kik		Duolingo
kiknek	kiknek		Duolingo
kilenc	kilenc		Duolingo
kilencedik	kilencedik		Duolingo
kilencven	kilencven		Duolingo
kilencvenedik	kilencvenedik		Duolingo
kinek	kinek		Duolingo
kint	kint		Duolingo
kis	kis		Duolingo
kit	kit		Duolingo
kívánok	kivanok		Duolingo
könyvet	konyvet		Duolingo
korán	koran		Duolingo
köré	kore		Duolingo
kórház	korhaz		Duolingo
kórházak	korhazak		Duolingo
körül	korul		Duolingo
köszönöm	koszonom		Duolingo
közé	koze		Duolingo
közel	kozel		Duolingo
között	kozott		Duolingo
közül	kozul		Duolingo
lámpa	lampa		Duolingo
lámpák	lampak		Duolingo
lány	lany		Duolingo
lányok	lanyok		Duolingo
lányt	lanyt		Duolingo
lászló	laszlo		Duolingo
látlak	latlak		Duolingo
le	le		Duolingo
lent	lent		Duolingo
ma	ma		Duolingo
magas	magas		Duolingo
magasak	magasak		Duolingo
magasat	magasat		Duolingo
magyar	magyar		Duolingo
magyarok	magyarok		Duolingo
már	mar		Duolingo
másik	masik		Duolingo
második	masodik		Duolingo
még	meg		Duolingo
megálló	megallo		Duolingo
mégis	megis		Duolingo
mellé	melle		Duolingo
mellett	mellett		Duolingo
mellől	mellol		Duolingo
melyik	melyik		Duolingo
menj	menj		Duolingo
menni	menni		Duolingo
mennyi	mennyi		Duolingo
mérnök	mernok		Duolingo
mérnökök	mernokok		Duolingo
merre	merre		Duolingo
merről	merrol		Duolingo
mert	mert		Duolingo
mi	mi		Duolingo
mi a neved	mi a neved		Duolingo
miért	miert		Duolingo
mik	mik		Duolingo
milyen	milyen		Duolingo
milyenek	milyenek		Duolingo
mindegy	mindegy		Duolingo
mindenfelé	mindenfele		Duolingo
mindenfelől	mindenfelol		Duolingo
mindenhol	mindenhol		Duolingo
mindenhonnan	mindenhonnan		Duolingo
mindenhova	mindenhova		Duolingo
mindig	mindig		Duolingo
minket	minket		Duolingo
mint	mint		Duolingo
mínusz	minusz		Duolingo
miről	mirol		Duolingo
mit	mit		Duolingo
mögé	moge		Duolingo
mögött	mogott		Duolingo
mögül	mogul		Duolingo
most	most		Duolingo
munkás	munkas		Duolingo
munkások	munkasok		Duolingo
művész	muvesz		Duolingo
művészek	muveszek		Duolingo
művésznő	muveszno		Duolingo
művésznők	muvesznok		Duolingo
nagy	nagy		Duolingo
nagyok	nagyok		Duolingo
nagyon	nagyon		Duolingo
napot	napot		Duolingo
négy	negy		Duolingo
negyedik	negyedik		Duolingo
negyven	negyven		Duolingo
negyvenedik	negyvenedik		Duolingo
néha	neha		Duolingo
neked	neked		Duolingo
nekem	nekem		Duolingo
neki	neki		Duolingo
nekik	nekik		Duolingo
nektek	nektek		Duolingo
nekünk	nekunk		Duolingo
nem	nem		Duolingo
németországból	nemetorszagbol		Duolingo
nézlek	nezlek		Duolingo
nincs	nincs		Duolingo
nő	no		Duolingo
nők	nok		Duolingo
nos	nos		Duolingo
nőt	not		Duolingo
nulla	nulla		Duolingo
nyitva	nyitva		Duolingo
nyolc	nyolc		Duolingo
nyolcadik	nyolcadik		Duolingo
nyolcvan	nyolcvan		Duolingo
nyolcvanadik	nyolcvanadik		Duolingo
ő	o		Duolingo
oda	oda		Duolingo
őket	oket		Duolingo
olyan	olyan		Duolingo
olyanok	olyanok		Duolingo
ön	on		Duolingo
onnan	onnan		Duolingo
óra	ora		Duolingo
órák	orak		Duolingo
orvos	orvos		Duolingo
orvosok	orvosok		Duolingo
orvost	orvost		Duolingo
öt	ot		Duolingo
ötödik	otodik		Duolingo
ott	ott		Duolingo
otthon	otthon		Duolingo
ötven	otven		Duolingo
ötvenedik	otvenedik		Duolingo
óvónő	ovono		Duolingo
óvónők	ovonok		Duolingo
pályaudvar	palyaudvar		Duolingo
pályaudvarok	palyaudvarok		Duolingo
paprikást	paprikast		Duolingo
párizsból	parizsbol		Duolingo
pedig	pedig		Duolingo
például	peldaul		Duolingo
persze	persze		Duolingo
péter	peter		Duolingo
péterhez	peterhez		Duolingo
pétertől	petertol		Duolingo
piac	piac		Duolingo
piacok	piacok		Duolingo
pincér	pincer		Duolingo
pincérek	pincerek		Duolingo
piros	piros		Duolingo
pirosak	pirosak		Duolingo
politikus	politikus		Duolingo
politikusok	politikusok		Duolingo
postás	postas		Duolingo
postások	postasok		Duolingo
reggel	reggel		Duolingo
reggelt	reggelt		Duolingo
régi	regi		Duolingo
régiek	regiek		Duolingo
rendező	rendezo		Duolingo
rendezők	rendezok		Duolingo
rendezőt	rendezot		Duolingo
rendőr	rendor		Duolingo
rendőrök	rendorok		Duolingo
repül	repul		Duolingo
repülőgép	repulogep		Duolingo
repülőgépek	repulogepek		Duolingo
repülőtér	repuloter		Duolingo
repülőterek	repuloterek		Duolingo
riporter	riporter		Duolingo
riporterek	riporterek		Duolingo
riportert	riportert		Duolingo
ritkán	ritkan		Duolingo
rizs	rizs		Duolingo
rosszul	rosszul		Duolingo
sajnos	sajnos		Duolingo
sehol	sehol		Duolingo
sehonnan	sehonnan		Duolingo
sehova	sehova		Duolingo
sem	sem		Duolingo
semerre	semerre		Duolingo
semerről	semerrol		Duolingo
semmit	semmit		Duolingo
sétál	setal		Duolingo
sétálok	setalok		Duolingo
sétálsz	setalsz		Duolingo
sofőr	sofor		Duolingo
sofőrök	soforok		Duolingo
soha	soha		Duolingo
sok	sok		Duolingo
sokat	sokat		Duolingo
sört	sort		Duolingo
sőt	sot		Duolingo
sportoló	sportolo		Duolingo
sportolók	sportolok		Duolingo
sült	sult		Duolingo
szakács	szakacs		Duolingo
szakácsok	szakacsok		Duolingo
szálloda	szalloda		Duolingo
szállodák	szallodak		Duolingo
szállodát	szallodat		Duolingo
száz	szaz		Duolingo
századik	szazadik		Duolingo
szék	szek		Duolingo
székek	szekek		Duolingo
szép	szep		Duolingo
szépek	szepek		Duolingo
szépen	szepen		Duolingo
szeretlek	szeretlek		Duolingo
szeretnék kérni	szeretnek kerni		Duolingo
szia	szia		Duolingo
színész	szinesz		Duolingo
színészek	szineszek		Duolingo
színésznő	szineszno		Duolingo
színésznők	szinesznok		Duolingo
szívesen	szivesen		Duolingo
talán	talan		Duolingo
tanár	tanar		Duolingo
tanárok	tanarok		Duolingo
tanárt	tanart		Duolingo
tavaly	tavaly		Duolingo
te	te		Duolingo
téged	teged		Duolingo
tehát	tehat		Duolingo
telefon	telefon		Duolingo
telefonok	telefonok		Duolingo
telefont	telefont		Duolingo
titeket	titeket		Duolingo
titkárnő	titkarno		Duolingo
titkárnők	titkarnok		Duolingo
tíz	tiz		Duolingo
tizedik	tizedik		Duolingo
továbbá	tovabba		Duolingo
tudom	tudom		Duolingo
turista	turista		Duolingo
turisták	turistak		Duolingo
tűz	tuz		Duolingo
tűzoltó	tuzolto		Duolingo
tűzoltók	tuzoltok		Duolingo
ügyvéd	ugyved		Duolingo
ügyvédek	ugyvedek		Duolingo
ügyvédet	ugyvedet		Duolingo
új	uj		Duolingo
újak	ujak		Duolingo
újra	ujra		Duolingo
üzlet	uzlet		Duolingo
üzletek	uzletek		Duolingo
vacsorát	vacsorat		Duolingo
vagy	vagy		Duolingo
vagyok	vagyok		Duolingo
valahol	valahol		Duolingo
valahonnan	valahonnan		Duolingo
valahova	valahova		Duolingo
valamerre	valamerre		Duolingo
valamerről	valamerrol		Duolingo
valamit	valamit		Duolingo
valóban	valoban		Duolingo
van	van		Duolingo
vár	var		Duolingo
várlak	varlak		Duolingo
várok	varok		Duolingo
város	varos		Duolingo
városok	varosok		Duolingo
vársz	varsz		Duolingo
végre	vegre		Duolingo
végül is	vegul is		Duolingo
vele	vele		Duolingo
veled	veled		Duolingo
velem	velem		Duolingo
veletek	veletek		Duolingo
velük	veluk		Duolingo
velünk	velunk		Duolingo
vissza	vissza		Duolingo
viszlát	viszlat		Duolingo
viszontlátásra	viszontlatasra		Duolingo
víz	viz		Duolingo
vízbe	vizbe		Duolingo
vízben	vizben		Duolingo
vízből	vizbol		Duolingo
vizet	vizet		Duolingo
vízhez	vizhez		Duolingo
víznél	viznel		Duolingo
vízre	vizre		Duolingo
vízről	vizrol		Duolingo
vonat	vonat		Duolingo
vonatok	vonatok		Duolingo
zárva	zarva		Duolingo
zenész	zenesz		Duolingo
zenészek	zeneszek		Duolingo
zeneszerző	zeneszerzo		Duolingo
zeneszerzők	zeneszerzok		Duolingo
zsuzsa	zsuzsa		Duolingo
