learnable	type	translation	authoritative	is_regex
li	pronoun		1	0
tutti	pronoun		1	0
insieme	adverb		1	0
troppo	adverb		1	0
un'	determiner		1	0
soltanto	adverb		1	0
naturalmente	adverb		1	0
uomo	noun		1	0
me	pronoun		1	0
tutto	determiner		1	0
dai	preposition		1	0
giornali	noun		1	0
immediatamente	adverb		1	0
buonasera	interjection		1	0
tutte	determiner		1	0
comunque	adverb		1	0
ricercare	verb		1	0
queste	determiner		1	0
uno	pronoun		1	0
ed	conjunction		1	0
nove	numeral		1	0
l'	pronoun		1	0
tre	numeral		1	0
taglia	verb		1	0
due	numeral		1	0
questo	pronoun		1	0
perdere	verb		1	0
dieci	numeral		1	0
pepe	noun		1	0
piatto	noun		1	0
fa	adverb		1	0
torte	noun		1	0
grazie	interjection		1	0
sei	numeral		1	0
sì	adverb		1	0
nostre	determiner		1	0
torta	noun		1	0
probabilmente	adverb		1	0
animali	noun		1	0
cantare	verb		1	0
dopo	preposition		1	0
nello	preposition		1	0
ragazzi	noun		1	0
latte	noun		1	0
zucchero	noun		1	0
quanta	pronoun		1	0
quante	pronoun		1	0
no	adverb		1	0
serpente	noun		1	0
pane	noun		1	0
quanto	pronoun		1	0
ragazze	noun		1	0
ragazzo	noun		1	0
ristorante	noun		1	0
balena	noun		1	0
quanti	pronoun		1	0
donna	noun		1	0
vino	noun		1	0
tuoi	pronoun		1	0
cena	noun		1	0
vostre	determiner		1	0
caramella	noun		1	0
gatto	noun		1	0
mio	pronoun		1	0
sue	pronoun		1	0
bistecca	noun		1	0
bottiglie	noun		1	0
farfalle	noun		1	0
menu	noun		1	0
suo	pronoun		1	0
cane	noun		1	0
cibo	noun		1	0
panino	noun		1	0
vostro	determiner		1	0
leone	noun		1	0
propria	determiner		1	0
banane	noun		1	0
nostro	determiner		1	0
sale	noun		1	0
olio	noun		1	0
pasto	noun		1	0
pranzo	noun		1	0
acido	adjective		1	0
maiale	noun		1	0
griglia	noun		1	0
pasta	noun		1	0
elefante	noun		1	0
ragno	noun		1	0
tigre	noun		1	0
delfino	noun		1	0
squalo	noun		1	0
ape	noun		1	0
mosca	noun		1	0
insetti	noun		1	0
gatti	noun		1	0
pesci	noun		1	0
elefanti	noun		1	0
cioccolato	noun		1	0
ragazza	noun		1	0
mele	noun		1	0
manzo	noun		1	0
taglio	verb		1	0
gelato	noun		1	0
tazza	noun		1	0
bevanda	noun		1	0
birra	noun		1	0
fagiolo	noun		1	0
forchetta	noun		1	0
buonanotte	interjection		1	0
arrivederci	interjection		1	0
spiacente	adjective		1	0
mela	noun		1	0
prego	interjection		1	0
ciao	interjection		1	0
uomini	noun		1	0
mio	determiner		1	0
adesso	adverb		1	0
questa	determiner		1	0
quel	determiner		1	0
elettricità	noun		1	0
sicuramente	adverb		1	0
sua	pronoun		1	0
dormire	verb		1	0
dell'	preposition		1	0
ruolo	noun		1	0
tutta	determiner		1	0
cinque	numeral		1	0
davvero	adverb		1	0
confondere	verb		1	0
propri	determiner		1	0
cavalli	noun		1	0
nostro	pronoun		1	0
animale	noun		1	0
nostre	pronoun		1	0
bicchieri	noun		1	0
panini	noun		1	0
caramelle	noun		1	0
nostri	pronoun		1	0
tua	pronoun		1	0
vostri	determiner		1	0
mucche	noun		1	0
tue	pronoun		1	0
nostra	pronoun		1	0
biscotti	noun		1	0
piatti	noun		1	0
forchette	noun		1	0
proprio	determiner		1	0
gusto	noun		1	0
salsiccia	noun		1	0
marmellata	noun		1	0
carne	noun		1	0
pranza	verb		1	0
insalata	noun		1	0
patata	noun		1	0
orso	noun		1	0
anatra	noun		1	0
tartaruga	noun		1	0
burro	noun		1	0
topo	noun		1	0
insetto	noun		1	0
farfalla	noun		1	0
banana	noun		1	0
uccello	noun		1	0
cuochi	noun		1	0
polli	noun		1	0
uccelli	noun		1	0
gatte	noun		1	0
ciotola	noun		1	0
bolle	verb		1	0
carota	noun		1	0
uovo	noun		1	0
aglio	noun		1	0
uva	noun		1	0
crema	noun		1	0
buongiorno	interjection		1	0
sapere	verb		1	0
dalle	preposition		1	0
certo	adverb		1	0
mia	pronoun		1	0
abbastanza	adverb		1	0
meno	adverb		1	0
coraggio	noun		1	0
nei	preposition		1	0
finire	verb		1	0
imparare	verb		1	0
società	noun		1	0
nonostante	preposition		1	0
agli	preposition		1	0
dopo	adverb		1	0
stare	verb		1	0
allora	adverb		1	0
dire	verb		1	0
questi	determiner		1	0
chissà	adverb		1	0
queste	pronoun		1	0
domani	adverb		1	0
dove			1	0
colazione	noun		1	0
durante	preposition		1	0
via	adverb		1	0
capire	verb		1	0
suoi	determiner		1	0
troppo	determiner		1	0
nessun	determiner		1	0
gravità	noun		1	0
sue	determiner		1	0
sulle	preposition		1	0
entrare	verb		1	0
ghiaccio	noun		1	0
spiegare	verb		1	0
cambiare	verb		1	0
studiare	verb		1	0
totalmente	adverb		1	0
significare	verb		1	0
avere	verb		1	0
nostri	determiner		1	0
delle	preposition		1	0
tuoi	determiner		1	0
o	conjunction		1	0
molti	pronoun		1	0
gas	noun		1	0
usare	verb		1	0
essere	verb		1	0
esperta	noun		1	0
sotto	adverb		1	0
senz'	preposition		1	0
appena	adverb		1	0
po'	pronoun		1	0
sopra	adverb		1	0
fuori	adverb		1	0
niente	adverb		1	0
vi	pronoun		1	0
biscotto	noun		1	0
diversi	determiner		1	0
col	preposition		1	0
fino	preposition		1	0
perché	conjunction		1	0
sulla	preposition		1	0
giocare	verb		1	0
sette	numeral		1	0
giovedì	noun		1	0
odiare	verb		1	0
felicità	noun		1	0
preoccupare	verb		1	0
parlare	verb		1	0
arrabbiata	adjective		1	0
cos'	pronoun		1	0
sognare	verb		1	0
pranzano	verb		1	0
mucca	noun		1	0
toro	noun		1	0
bensì	conjunction		1	0
voler	verb		1	0
altra	determiner		1	0
entro	preposition		1	0
spesso	adverb		1	0
lunedì	noun		1	0
quasi	adverb		1	0
fra	preposition		1	0
degli	preposition		1	0
alcuna	pronoun		1	0
ne	pronoun		1	0
chiamiamoci	pronoun		1	0
leggere	verb		1	0
addirittura	adverb		1	0
tutte	pronoun		1	0
infatti	adverb		1	0
effettivamente	adverb		1	0
essenzialmente	adverb		1	0
neanche	adverb		1	0
uguale	adverb		1	0
anzi	adverb		1	0
raramente	adverb		1	0
gli	pronoun		1	0
perfettamente	adverb		1	0
otto	numeral		1	0
possibilmente	adverb		1	0
venti	numeral		1	0
presto	adverb		1	0
magre	adjective		1	0
frequente	adjective		1	0
annoiato	adjective		1	0
radicali	adjective		1	0
radicale	adjective		1	0
annoiata	adjective		1	0
magra	adjective		1	0
etica	adjective		1	0
potenziali	adjective		1	0
vuoti	adjective		1	0
gentile	adjective		1	0
probabile	adjective		1	0
difficoltà	noun		1	0
capacità	noun		1	0
guardare	verb		1	0
processi	noun		1	0
mentre	conjunction		1	0
completamente	adverb		1	0
papà	noun		1	0
però	adverb		1	0
guardava	verb		1	0
suonavi	verb		1	0
seguivamo	verb		1	0
capiva	verb		1	0
apriva	verb		1	0
capivo	verb		1	0
aprivano	verb		1	0
seguiva	verb		1	0
ricordava	verb		1	0
leggevano	verb		1	0
ricordavo	verb		1	0
aspettava	verb		1	0
leggeva	verb		1	0
aprivo	verb		1	0
credevo	verb		1	0
credevano	verb		1	0
aspettavo	verb		1	0
stranieri	noun		1	0
campeggi	noun		1	0
viaggi	noun		1	0
argentina	adjective		1	0
americane	adjective		1	0
entrambi	pronoun		1	0
penne	noun		1	0
lingue	noun		1	0
pagella	noun		1	0
penna	noun		1	0
pagelle	noun		1	0
aspettare	verb		1	0
camminare	verb		1	0
costruire	verb		1	0
vorranno	verb		1	0
pensiamoci	pronoun		1	0
vai	verb		1	0
prego	verb		1	0
mettere	verb		1	0
venire	verb		1	0
salve	interjection		1	0
preghiamo	verb		1	0
qualcuna	pronoun		1	0
altra	pronoun		1	0
le	pronoun		1	0
altri	pronoun		1	0
almeno	adverb		1	0
altre	pronoun		1	0
alcune	pronoun		1	0
d'	preposition		1	0
offrire	verb		1	0
indicare	verb		1	0
tenere	verb		1	0
guidare	verb		1	0
amare	verb		1	0
arancia	noun		1	0
passare	verb		1	0
diventare	verb		1	0
piacere	verb		1	0
seguire	verb		1	0
fritto	adjective		1	0
profondo	adjective		1	0
definitivi	adjective		1	0
necessari	adjective		1	0
lasciare	verb		1	0
benissimo	adverb		1	0
quest'	determiner		1	0
se	pronoun		1	0
riempi	verb		1	0
svuotano	verb		1	0
prenotiamo	verb		1	0
pulite	verb		1	0
parecchio	determiner		1	0
verdura	noun		1	0
qualsiasi	determiner		1	0
sullo	preposition		1	0
limone	noun		1	0
certi	determiner		1	0
parecchi	determiner		1	0
parecchie	determiner		1	0
qualunque	determiner		1	0
troppi	determiner		1	0
parecchia	determiner		1	0
troppa	determiner		1	0
ingrediente	noun		1	0
settanta	numeral		1	0
diciotto	numeral		1	0
quaranta	numeral		1	0
ottanta	numeral		1	0
sessant'	numeral		1	0
pollo	noun		1	0
diciannove	numeral		1	0
diciassette	numeral		1	0
età	noun		1	0
cinquant'	numeral		1	0
ce	pronoun		1	0
tè	noun		1	0
bar	noun		1	0
pensando	verb		1	0
chiedere	verb		1	0
tuo	pronoun		1	0
circa	adverb		1	0
piuttosto	adverb		1	0
dentro	adverb		1	0
poco	adverb		1	0
com'	adverb		1	0
salvano	verb		1	0
fermano	verb		1	0
attraversano	verb		1	0
fermo	verb		1	0
tiri	verb		1	0
certe	adjective		1	0
breve	adjective		1	0
lungo	adjective		1	0
pesanti	adjective		1	0
sofà	noun		1	0
sul	preposition		1	0
specialità	noun		1	0
finché	conjunction		1	0
lontana	adjective		1	0
lungo	preposition		1	0
oppure	conjunction		1	0
pochino	noun		1	0
miglio	noun		1	0
centimetro	noun		1	0
tardi	adverb		1	0
stamattina	adverb		1	0
ceniamo	verb		1	0
settimanalmente	adverb		1	0
stanotte	adverb		1	0
decenni	noun		1	0
riso	noun		1	0
negli	preposition		1	0
sull'	preposition		1	0
secondo	preposition		1	0
tranne	preposition		1	0
nelle	preposition		1	0
dallo	preposition		1	0
dagli	preposition		1	0
limonata	noun		1	0
cameriere	noun		1	0
dall'	preposition		1	0
miei	pronoun		1	0
pomodoro	noun		1	0
sia	conjunction		1	0
vegetariano	noun		1	0
verde	adjective		1	0
porto	verb		1	0
prendi	verb		1	0
guardate	verb		1	0
fragola	noun		1	0
cena	verb		1	0
tacchino	noun		1	0
cipolla	noun		1	0
cucchiaio	noun		1	0
possibilità	noun		1	0
scusare	verb		1	0
dimostrare	verb		1	0
ringraziare	verb		1	0
sui	preposition		1	0
dover	verb		1	0
poter	verb		1	0
vivere	verb		1	0
aggiungere	verb		1	0
volevi	verb		1	0
meccanismi	noun		1	0
comunità	noun		1	0
dello	preposition		1	0
nervoso	adjective		1	0
teorie	noun		1	0
evoluzione	noun		1	0
scienze	noun		1	0
metodo	noun		1	0
invenzione	noun		1	0
filosofia	noun		1	0
portare	verb		1	0
fumare	verb		1	0
compromessi	noun		1	0
ricordare	verb		1	0
succedere	verb		1	0
ovunque	adverb		1	0
decidere	verb		1	0
tesi	noun		1	0
esercizi	noun		1	0
esempio	noun		1	0
dipartimenti	noun		1	0
università	noun		1	0
nulla	pronoun		1	0
mancare	verb		1	0
ovviamente	adverb		1	0
sentire	verb		1	0
dimenticare	verb		1	0
velocemente	adverb		1	0
correre	verb		1	0
dovremo	verb		1	0
volete	verb		1	0
deve	verb		1	0
vorrà	verb		1	0
veramente	adverb		1	0
campionati	noun		1	0
giocatore	noun		1	0
bici	noun		1	0
bicicletta	noun		1	0
altro	pronoun		1	0
farlo	pronoun		1	0
ciò	pronoun		1	0
qualcos'	pronoun		1	0
vuoi	verb		1	0
scienziato	noun		1	0
chiunque	pronoun		1	0
quelli	pronoun		1	0
assolutamente	adverb		1	0
soprattutto	adverb		1	0
pure	adverb		1	0
paio	noun		1	0
là	adverb		1	0
tuttavia	adverb		1	0
proprio	adverb		1	0
insomma	adverb		1	0
venerdì	noun		1	0
naturali	adjective		1	0
semplici	adjective		1	0
leggero	adjective		1	0
arancioni	adjective		1	0
colorati	adjective		1	0
chiedo	verb		1	0
chiamo	verb		1	0
vive	verb		1	0
cappello	noun		1	0
questi	pronoun		1	0
quale			1	0
qualsiasi	pronoun		1	0
chi			1	0
quali			1	0
giochi	noun		1	0
cui			1	0
dovrei	verb		1	0
dovrebbe	verb		1	0
doveva	verb		1	0
voleva	verb		1	0
universo	noun		1	0
metalli	noun		1	0
collegamento	noun		1	0
metallo	noun		1	0
ricerca	noun		1	0
tecnici	noun		1	0
modo	noun		1	0
meccanismo	noun		1	0
geografia	noun		1	0
grido	noun		1	0
eguaglianza	noun		1	0
sonno	noun		1	0
causa	noun		1	0
cause	noun		1	0
sviluppo	noun		1	0
immaginazione	noun		1	0
ruoli	noun		1	0
essenza	noun		1	0
mondiale	adjective		1	0
torneo	noun		1	0
campione	noun		1	0
tornei	noun		1	0
bugie	noun		1	0
poi	adverb		1	0
pullman	noun		1	0
studente	noun		1	0
insegnanti	noun		1	0
studentessa	noun		1	0
esattamente	adverb		1	0
finalmente	adverb		1	0
opportunità	noun		1	0
fallire	verb		1	0
comprare	verb		1	0
vorrò	verb		1	0
dovrà	verb		1	0
potevo	verb		1	0
poteva	verb		1	0
vorremo	verb		1	0
devo	verb		1	0
potrà	verb		1	0
dovrò	verb		1	0
dobbiamo	verb		1	0
dovrai	verb		1	0
potete	verb		1	0
potrò	verb		1	0
elementi	noun		1	0
laboratori	noun		1	0
elemento	noun		1	0
temperatura	noun		1	0
chimica	noun		1	0
teoria	noun		1	0
laboratorio	noun		1	0
plastica	noun		1	0
scienziate	noun		1	0
scienza	noun		1	0
scienziati	noun		1	0
fisica	noun		1	0
psicologia	noun		1	0
tecnologia	noun		1	0
filosofie	noun		1	0
matematica	noun		1	0
conoscenza	noun		1	0
metodi	noun		1	0
idea	noun		1	0
invenzioni	noun		1	0
definizione	noun		1	0
esperto	noun		1	0
scoperta	noun		1	0
biologia	noun		1	0
esperti	noun		1	0
energia	noun		1	0
formula	noun		1	0
aiutare	verb		1	0
suonare	verb		1	0
rispondere	verb		1	0
chiamare	verb		1	0
noleggiare	verb		1	0
unire	verb		1	0
chiudere	verb		1	0
tirare	verb		1	0
rimanere	verb		1	0
spagnoli	noun		1	0
portoghesi	adjective		1	0
visite	noun		1	0
ovest	noun		1	0
est	noun		1	0
sud	noun		1	0
interiori	noun		1	0
mezzo	noun		1	0
intelligenza	noun		1	0
guai	noun		1	0
successo	noun		1	0
compromesso	noun		1	0
odore	noun		1	0
abitudine	noun		1	0
liberazione	noun		1	0
ricchezza	noun		1	0
fallimenti	noun		1	0
delitti	noun		1	0
timore	noun		1	0
indipendenza	noun		1	0
fallimento	noun		1	0
rumore	noun		1	0
viso	noun		1	0
coda	noun		1	0
visi	noun		1	0
ombra	noun		1	0
concorrenza	noun		1	0
caduta	noun		1	0
sensazione	noun		1	0
passeggiata	noun		1	0
gioco	noun		1	0
pista	noun		1	0
spettatore	noun		1	0
campionato	noun		1	0
spettatori	noun		1	0
premio	noun		1	0
squadre	noun		1	0
premi	noun		1	0
squadra	noun		1	0
piscina	noun		1	0
calcio	noun		1	0
gara	noun		1	0
allenatore	noun		1	0
rete	noun		1	0
palestra	noun		1	0
giocatori	noun		1	0
partita	noun		1	0
atleti	noun		1	0
palla	noun		1	0
biciclette	noun		1	0
atleta	noun		1	0
pubblico	noun		1	0
desideri	noun		1	0
seria	adjective		1	0
morire	verb		1	0
emozione	noun		1	0
ripetere	verb		1	0
capitoli	noun		1	0
titoli	noun		1	0
ognuna	pronoun		1	0
entrambe	pronoun		1	0
tutta	pronoun		1	0
alcuno	pronoun		1	0
quelle	pronoun		1	0
aprire	verb		1	0
passiamola	pronoun		1	0
ecco	adverb		1	0
neanch'	adverb		1	0
specialmente	adverb		1	0
intorno	adverb		1	0
neppure	adverb		1	0
gravemente	adverb		1	0
ballare	verb		1	0
proprietà	noun		1	0
video	noun		1	0
fotografare	verb		1	0
filmare	verb		1	0
fila	noun		1	0
dipingere	verb		1	0
cinema	noun		1	0
foto	noun		1	0
quantità	noun		1	0
velocità	noun		1	0
dappertutto	adverb		1	0
facilmente	adverb		1	0
certamente	adverb		1	0
semplicemente	adverb		1	0
normalmente	adverb		1	0
generalmente	adverb		1	0
oltretutto	adverb		1	0
estremamente	adverb		1	0
praticamente	adverb		1	0
talmente	adverb		1	0
ben	adverb		1	0
direttamente	adverb		1	0
invece	adverb		1	0
lentamente	adverb		1	0
frequentemente	adverb		1	0
sinceramente	adverb		1	0
ugualmente	adverb		1	0
eppure	adverb		1	0
fortunatamente	adverb		1	0
magari	adverb		1	0
chiaramente	adverb		1	0
altrimenti	adverb		1	0
solamente	adverb		1	0
nemmeno	adverb		1	0
recentemente	adverb		1	0
fortemente	adverb		1	0
quindi	adverb		1	0
necessariamente	adverb		1	0
particolarmente	adverb		1	0
necessità	noun		1	0
responsabilità	noun		1	0
autorità	noun		1	0
internet	noun		1	0
qualità	noun		1	0
subito	adverb		1	0
svegliare	verb		1	0
quell'	determiner		1	0
aprite	verb		1	0
lavorate	verb		1	0
metti	verb		1	0
chiedete	verb		1	0
venite	verb		1	0
dite	verb		1	0
fa	verb		1	0
andate	verb		1	0
tieni	verb		1	0
lasciate	verb		1	0
rimanga	verb		1	0
sappi	verb		1	0
alcuni	pronoun		1	0
nessuna	pronoun		1	0
ognuno	pronoun		1	0
personalità	noun		1	0
pensare	verb		1	0
conoscere	verb		1	0
quanto			1	0
credere	verb		1	0
quei	determiner		1	0
avanzato	adjective		1	0
efficaci	adjective		1	0
alcol	noun		1	0
pura	adjective		1	0
fresco	adjective		1	0
attenti	adjective		1	0
negativa	adjective		1	0
positive	adjective		1	0
oltre	adverb		1	0
mercoledì	noun		1	0
troppe	determiner		1	0
sorridi	verb		1	0
rubano	verb		1	0
diverse	determiner		1	0
feriamo	verb		1	0
dormi	verb		1	0
visita	verb		1	0
ridete	verb		1	0
insegna	verb		1	0
nessuna	determiner		1	0
certa	determiner		1	0
certe	determiner		1	0
quegli	determiner		1	0
quello	determiner		1	0
quelle	determiner		1	0
quelli	determiner		1	0
settant'	numeral		1	0
sedici	numeral		1	0
tredici	numeral		1	0
quindici	numeral		1	0
dodici	numeral		1	0
undici	numeral		1	0
quattordici	numeral		1	0
contro	preposition		1	0
decima	adjective		1	0
uno	numeral		1	0
primo	adjective		1	0
compagno	noun		1	0
sposi	noun		1	0
signori	noun		1	0
signora	noun		1	0
rapporti	noun		1	0
cittadino	noun		1	0
generazioni	noun		1	0
umana	adjective		1	0
adolescenti	noun		1	0
ospiti	noun		1	0
adulti	noun		1	0
bambini	noun		1	0
amico	noun		1	0
fidanzate	noun		1	0
automobili	noun		1	0
regalo	noun		1	0
pezzi	noun		1	0
campi	noun		1	0
castelli	noun		1	0
colpisci	verb		1	0
ascoltiamo	verb		1	0
spieghiamo	verb		1	0
cade	verb		1	0
incontriamo	verb		1	0
rispondi	verb		1	0
indichi	verb		1	0
costruisci	verb		1	0
rispondo	verb		1	0
cambiano	verb		1	0
gioco	verb		1	0
perdo	verb		1	0
unisce	verb		1	0
esempi	noun		1	0
moderni	adjective		1	0
elettriche	adjective		1	0
economici	adjective		1	0
ricche	adjective		1	0
ricca	adjective		1	0
gratuita	adjective		1	0
internazionale	adjective		1	0
diversa	adjective		1	0
vecchie	adjective		1	0
nuova	adjective		1	0
bello	adjective		1	0
cancello	noun		1	0
cancelli	noun		1	0
frigoriferi	noun		1	0
operai	noun		1	0
ricercatrice	noun		1	0
direttori	noun		1	0
poliziotti	noun		1	0
meccanico	noun		1	0
postino	noun		1	0
contadino	noun		1	0
guardie	noun		1	0
chilometro	noun		1	0
litro	noun		1	0
grammi	noun		1	0
situazione	noun		1	0
piani	noun		1	0
volta	noun		1	0
trenta	numeral		1	0
pratica	noun		1	0
giudizio	noun		1	0
epoca	noun		1	0
fenomeni	noun		1	0
presentazione	noun		1	0
tradizione	noun		1	0
crescita	noun		1	0
favore	noun		1	0
bisogno	noun		1	0
colpa	noun		1	0
nervosa	adjective		1	0
aiuto	noun		1	0
speriamo	verb		1	0
spero	verb		1	0
amicizia	noun		1	0
nervosi	adjective		1	0
senso	noun		1	0
bugia	noun		1	0
accettate	verb		1	0
frigge	verb		1	0
tanta	determiner		1	0
poca	determiner		1	0
poco	determiner		1	0
molte	determiner		1	0
sufficiente	adjective		1	0
cognomi	noun		1	0
zie	noun		1	0
nipote	noun		1	0
mogli	noun		1	0
figli	noun		1	0
sorelle	noun		1	0
autunno	noun		1	0
rosa	adjective		1	0
rossa	adjective		1	0
neri	adjective		1	0
azzurre	adjective		1	0
nera	adjective		1	0
tenete	verb		1	0
credono	verb		1	0
diventa	verb		1	0
sente	verb		1	0
capisce	verb		1	0
sentiamo	verb		1	0
mettete	verb		1	0
arrivano	verb		1	0
chiede	verb		1	0
portano	verb		1	0
pensiamo	verb		1	0
arrivi	verb		1	0
parliamo	verb		1	0
conosciamo	verb		1	0
danno	verb		1	0
sa	verb		1	0
dico	verb		1	0
dicono	verb		1	0
vieni	verb		1	0
possiamo	verb		1	0
hanno	verb		1	0
vuole	verb		1	0
posso	verb		1	0
possono	verb		1	0
vogliamo	verb		1	0
abbiamo	verb		1	0
danni	noun		1	0
maggioranza	noun		1	0
conseguenza	noun		1	0
differenze	noun		1	0
conseguenze	noun		1	0
categoria	noun		1	0
passo	noun		1	0
origine	noun		1	0
costruzioni	noun		1	0
categorie	noun		1	0
vittima	noun		1	0
vittime	noun		1	0
sezione	noun		1	0
versione	noun		1	0
costruzione	noun		1	0
istituti	noun		1	0
decisione	noun		1	0
movimenti	noun		1	0
istituto	noun		1	0
rischi	noun		1	0
decisioni	noun		1	0
personaggio	noun		1	0
obiettivi	noun		1	0
obiettivo	noun		1	0
motivo	noun		1	0
aspetto	noun		1	0
occasione	noun		1	0
fasi	noun		1	0
fase	noun		1	0
motivi	noun		1	0
sicurezza	noun		1	0
presenza	noun		1	0
