learnable	type	translation	authoritative	is_regex
słuchać			1	0
słuchasz			1	0
jasno			1	0
można			1	0
więc			1	0
kupić			1	0
piszecie			1	0
ciemno			1	0
dziewczynką			1	0
słyszę			1	0
zupełnie			1	0
pisząc			1	0
ponieważ			1	0
świetnie			1	0
mieć			1	0
często			1	0
bardzo			1	0
pomagać			1	0
złe			1	0
zupy			1	0
przy			1	0
raczej			1	0
jedząc			1	0
też			1	0
nas			1	0
tamtego			1	0
wszędzie			1	0
jesteście			1	0
siebie			1	0
wami			1	0
będąc			1	0
nosić			1	0
jak			1	0
szybko			1	0
tamtą			1	0
kupować			1	0
wolno			1	0
mówią			1	0
zbyt			1	0
mną			1	0
kotem			1	0
kiedyś			1	0
zamiast			1	0
konia			1	0
mężczyznami			1	0
zwłaszcza			1	0
wziąć			1	0
dzieckiem			1	0
albo			1	0
słyszymy			1	0
kocha			1	0
psem			1	0
u			1	0
jeść			1	0
oprócz			1	0
teraz			1	0
dziewczynki			1	0
cię			1	0
mnie			1	0
gotować			1	0
mniej			1	0
chłopcem			1	0
przynieść			1	0
chodzimy			1	0
chodzicie			1	0
obok			1	0
liczyć			1	0
według			1	0
tak			1	0
czy			1	0
wcześnie			1	0
czytać			1	0
wtedy			1	0
ludźmi			1	0
więcej			1	0
was			1	0
a			1	0
duże			1	0
jabłka			1	0
źle			1	0
list			1	0
może			1	0
mając			1	0
tobie			1	0
rozmawiać			1	0
późno			1	0
znają			1	0
nich			1	0
sprzedawać			1	0
kobietą			1	0
do			1	0
nawet			1	0
nowi			1	0
słyszą			1	0
widzą			1	0
mówimy			1	0
robić			1	0
zwierzęciem			1	0
słoń			1	0
rybę			1	0
razem			1	0
kochamy			1	0
niż			1	0
noszą			1	0
tam			1	0
jeszcze			1	0
dość			1	0
napisać			1	0
nigdzie			1	0
wam			1	0
jesteś			1	0
dla			1	0
proszę			1	0
koszuli			1	0
piszemy			1	0
to			1	0
przeczytać			1	0
duże			1	0
sprzedać			1	0
chyba			1	0
jako			1	0
kobietami			1	0
otworzyć			1	0
idą			1	0
po			1	0
dlatego			1	0
dobrzy			1	0
nosicie			1	0
znacie			1	0
nimi			1	0
bardziej			1	0
blisko			1	0
smaczny			1	0
dobrze			1	0
dziećmi			1	0
mniej			1	0
im			1	0
o			1	0
zrobić			1	0
porozmawiać			1	0
smaczne			1	0
gdzieś			1	0
rysować			1	0
pisać			1	0
inaczej			1	0
chodzę			1	0
za			1	0
ani			1	0
pomóc			1	0
wystarczająco			1	0
wysłać			1	0
ale			1	0
ugotować			1	0
hobby			1	0
wolno			1	0
odwiedzić			1	0
mnie			1	0
wciąż			1	0
słyszycie			1	0
powiedzieć			1	0
was			1	0
spać			1	0
posprzątać			1	0
jednak			1	0
starzy			1	0
kota			1	0
pomiędzy			1	0
zjeść			1	0
widzi			1	0
zoo			1	0
nami			1	0
jej			1	0
czysto			1	0
jak			1	0
słyszy			1	0
kanapki			1	0
niej			1	0
naprawdę			1	0
euro			1	0
brudno			1	0
znasz			1	0
być			1	0
mi			1	0
widzicie			1	0
odwiedzać			1	0
się			1	0
słuchamy			1	0
mówić			1	0
nudno			1	0
zamknąć			1	0
ptak			1	0
zmienić			1	0
daleko			1	0
ciekawie			1	0
czytając			1	0
nas			1	0
pokazać			1	0
sprzątać			1	0
piszesz			1	0
zawsze			1	0
tamci			1	0
tego			1	0
idę			1	0
duzi			1	0
znaleźć			1	0
podczas			1	0
rzadko			1	0
robiąc			1	0
trzeba			1	0
kochają			1	0
nim			1	0
codziennie			1	0
dzięki			1	0
tygrysem			1	0
słyszysz			1	0
chodzą			1	0
bo			1	0
lub			1	0
nią			1	0
pić			1	0
mali			1	0
zwierzę			1	0
pomidory			1	0
tobą			1	0
kolacją			1	0
czekolada			1	0
piwo			1	0
piwa			1	0
swoich			1	0
swojego			1	0
swój			1	0
swoim			1	0
swoje			1	0
międzynarodowa			1	0
swojemu			1	0
wrześniu			1	0
szanujesz			1	0
znów			1	0
zazwyczaj			1	0
naprawiam			1	0
wysyłają			1	0
rysujemy			1	0
odpowiadają			1	0
pytacie			1	0
odpowiadam			1	0
naprawia			1	0
wierzą			1	0
masła			1	0
kawie			1	0
kawą			1	0
ziemniaki			1	0
sól			1	0
ciasteczek			1	0
cukierki			1	0
ziemniaków			1	0
zupy			1	0
ciasteczko			1	0
makaron			1	0
zupie			1	0
śniadania			1	0
smak			1	0
owoc			1	0
rybą			1	0
banany			1	0
frytek			1	0
pomidorach			1	0
grzyby			1	0
spragniona			1	0
spragniony			1	0
lody			1	0
czekoladę			1	0
jedzeniu			1	0
smażysz			1	0
posiłku			1	0
czekoladowe			1	0
kurczaka			1	0
jogurt			1	0
kolacji			1	0
truskawki			1	0
cebuli			1	0
truskawkowy			1	0
cebulą			1	0
soku			1	0
cytryną			1	0
mlekiem			1	0
papryka			1	0
chlebie			1	0
wina			1	0
papryki			1	0
menu			1	0
winie			1	0
wieprzowinę			1	0
muszę			1	0
musisz			1	0
możesz			1	0
pozwalam			1	0
chcę			1	0
brytyjczykiem			1	0
brytyjką			1	0
umie			1	0
chcesz			1	0
pojazd			1	0
paszportu			1	0
amerykanką			1	0
transportu			1	0
przygody			1	0
jedziemy			1	0
plecak			1	0
transport			1	0
podróż			1	0
płyniesz			1	0
przygoda			1	0
przez			1	0
obiadu			1	0
obiadem			1	0
pod			1	0
naprzeciwko			1	0
nad			1	0
warzywa			1	0
warzyw			1	0
bez			1	0
metra			1	0
warszawie			1	0
polsce			1	0
polskie			1	0
metro			1	0
stany zjednoczone			1	0
warszawy			1	0
walizka			1	0
pociąg			1	0
niemczech			1	0
samolot			1	0
niemką			1	0
prowadzi			1	0
europejska			1	0
wielka brytania			1	0
francuskie			1	0
francuzem			1	0
wielkiej brytanii			1	0
bilet			1	0
międzynarodowej			1	0
wycieczkę			1	0
wycieczki			1	0
kierowcę			1	0
francja			1	0
wakacje			1	0
turystą			1	0
autobusu			1	0
turyści			1	0
podróżują			1	0
amerykańską			1	0
kierowcą			1	0
niemiecka			1	0
brytyjskie			1	0
europa			1	0
statek			1	0
motor			1	0
brytyjski			1	0
włoską			1	0
przyjeżdża			1	0
zwiedzam			1	0
europie			1	0
za granicą			1	0
przyjeżdżam			1	0
pasażerów			1	0
lot			1	0
włoch			1	0
samochodu			1	0
przewodnika			1	0
bagaż			1	0
rower			1	0
odjeżdża			1	0
mapy			1	0
przewodnikowi			1	0
leżę			1	0
przed			1	0
stoi			1	0
leży			1	0
stoisz			1	0
kanapkach			1	0
od			1	0
zwierzętach			1	0
kanapek			1	0
zwierzęcia			1	0
zwierząt			1	0
jajkiem			1	0
z			1	0
mięsa			1	0
mięsem			1	0
jajkami			1	0
bierze			1	0
produkujemy			1	0
kwietniu			1	0
bierzesz			1	0
różowa			1	0
szanują			1	0
gotuję			1	0
pijecie			1	0
gotujesz			1	0
kupujesz			1	0
czytam			1	0
wspieramy			1	0
śpię			1	0
zielone			1	0
czarnych			1	0
pasta do zębów			1	0
lodówka			1	0
miesiącem			1	0
lata			1	0
zimy			1	0
dotykamy			1	0
szukasz			1	0
dostarczacie			1	0
dostarczam			1	0
impreza			1	0
imprezy			1	0
pokolenie			1	0
sekundę			1	0
chwila			1	0
urodziny			1	0
sekunda			1	0
chwilę			1	0
dekada			1	0
sufitu			1	0
dzwonki			1	0
dzwonka			1	0
flagi			1	0
maszyna			1	0
flagę			1	0
książki			1	0
książkę			1	0
dzwonek			1	0
koce			1	0
koc			1	0
sufit			1	0
kartek			1	0
gazeta			1	0
kartka			1	0
czasopismo			1	0
kawałek			1	0
fotel			1	0
foteli			1	0
nożyczek			1	0
gazetę			1	0
czasopisma			1	0
nożyczki			1	0
papier			1	0
papieru			1	0
talerz			1	0
patelnia			1	0
kubek			1	0
patelnię			1	0
talerze			1	0
nóż			1	0
noża			1	0
lodówki			1	0
szklanki			1	0
rzecz			1	0
kuchenka			1	0
kuchenki			1	0
podłoga			1	0
podłogi			1	0
klucze			1	0
ściana			1	0
klucz			1	0
dach			1	0
szafa			1	0
rzeczy			1	0
szafę			1	0
dachu			1	0
torba			1	0
basenu			1	0
portfela			1	0
portfele			1	0
pudełko			1	0
torby			1	0
kosz			1	0
szczoteczki do zębów			1	0
wanna			1	0
golarka			1	0
prysznic			1	0
pasty do zębów			1	0
mydło			1	0
mydła			1	0
gąbki			1	0
wannę			1	0
gąbka			1	0
szczoteczkę do zębów			1	0
gąbek			1	0
lampy			1	0
biurko			1	0
sofa			1	0
prześcieradła			1	0
prześcieradło			1	0
sofy			1	0
okna			1	0
lampa			1	0
biurka			1	0
poduszek			1	0
poduszkę			1	0
sofę			1	0
okno			1	0
drzwi			1	0
komórka			1	0
komórki			1	0
zegara			1	0
baterii			1	0
okularów			1	0
baterie			1	0
bateria			1	0
zegarka			1	0
komórkę			1	0
okulary			1	0
zegar			1	0
ekran			1	0
zegarki			1	0
zegarek			1	0
radio			1	0
lustro			1	0
telewizor			1	0
łóżko			1	0
komputer			1	0
pokój			1	0
radia			1	0
telewizora			1	0
komputery			1	0
łóżka			1	0
miska			1	0
łyżka			1	0
butelka			1	0
krzesło			1	0
stół			1	0
wody			1	0
krzesła			1	0
butelki			1	0
minuta			1	0
zima			1	0
minutę			1	0
jesień			1	0
okres			1	0
pory roku			1	0
lato			1	0
pora roku			1	0
lipcu			1	0
grudzień			1	0
lipiec			1	0
październiku			1	0
wrzesień			1	0
październik			1	0
sierpień			1	0
grudnia			1	0
sierpniu			1	0
listopad			1	0
marcu			1	0
maju			1	0
marzec			1	0
styczniu			1	0
lutym			1	0
kwiecień			1	0
czerwcu			1	0
maj			1	0
data			1	0
czerwiec			1	0
datę			1	0
luty			1	0
styczeń			1	0
godzina			1	0
wiek			1	0
niedziela			1	0
tydzień			1	0
sobota			1	0
weekend			1	0
weekendy			1	0
miesiąc			1	0
kalendarz			1	0
czwartek			1	0
piątki			1	0
piątek			1	0
środa			1	0
we			1	0
środę			1	0
w			1	0
wtorek			1	0
dzień			1	0
poniedziałek			1	0
noc			1	0
wieczorem			1	0
wieczór			1	0
dziś			1	0
jutro			1	0
rano			1	0
czas			1	0
jutra			1	0
dzisiaj			1	0
jutro			1	0
czasu			1	0
szanujecie			1	0
kupuje			1	0
szukam			1	0
pamiętają			1	0
szukamy			1	0
wspieracie			1	0
dotykam			1	0
odwiedza			1	0
robicie			1	0
wychowujemy			1	0
dostajesz			1	0
sprzedajecie			1	0
piją			1	0
gotujemy			1	0
pokazujemy			1	0
gotujecie			1	0
szanuje			1	0
produkujesz			1	0
kupujecie			1	0
produkuje			1	0
odwiedzacie			1	0
pamięta			1	0
pamiętasz			1	0
odwiedzasz			1	0
czyta			1	0
śpisz			1	0
kroisz			1	0
niesiemy			1	0
robisz			1	0
człowiekiem			1	0
psa			1	0
tej			1	0
ci			1	0
człowiek			1	0
tamto			1	0
sprzedają			1	0
szukają			1	0
zielonej			1	0
kolorowy			1	0
kapelusze			1	0
dostarcza			1	0
bierzecie			1	0
dostaje			1	0
biorą			1	0
dostarczasz			1	0
dostajecie			1	0
dostarczają			1	0
wychowujecie			1	0
dostajemy			1	0
sprzedajemy			1	0
biorę			1	0
wychowują			1	0
dostarczamy			1	0
dostają			1	0
sprzedajesz			1	0
czyja			1	0
szara			1	0
kolorowe			1	0
pokazujesz			1	0
kupujemy			1	0
pokazuje			1	0
pijemy			1	0
produkują			1	0
kupują			1	0
produkujecie			1	0
jemy			1	0
gotują			1	0
szanuję			1	0
jecie			1	0
gotuje			1	0
wspierają			1	0
czytacie			1	0
dotykają			1	0
pamiętacie			1	0
pamiętamy			1	0
wspierasz			1	0
szukacie			1	0
odwiedzamy			1	0
pamiętam			1	0
szuka			1	0
wspieram			1	0
dotyka			1	0
odwiedzają			1	0
czytasz			1	0
dotykasz			1	0
niosą			1	0
kroją			1	0
kroi			1	0
kroję			1	0
śpimy			1	0
niesiesz			1	0
śpi			1	0
robię			1	0
kroicie			1	0
niesiecie			1	0
robi			1	0
robią			1	0
śpicie			1	0
zieloną			1	0
zielony			1	0
żółta			1	0
niebieska			1	0
córką			1	0
koszule			1	0
czyje			1	0
pomarańczowego			1	0
czarna			1	0
bratem			1	0
synem			1	0
dziadka			1	0
kolorowa			1	0
brązowa			1	0
fioletowe			1	0
szare			1	0
brązowy			1	0
pomarańczowa			1	0
szary			1	0
pomarańczowe			1	0
fioletowa			1	0
fioletowej			1	0
kolorowych			1	0
pomarańczowy			1	0
różowy			1	0
różowe			1	0
czyi			1	0
odpowiedź			1	0
czyj			1	0
kto			1	0
odpowiedzi			1	0
kogo			1	0
biały			1	0
kolory			1	0
białej			1	0
żółte			1	0
czarny			1	0
szkołę			1	0
pytania			1	0
pytanie			1	0
czego			1	0
co			1	0
pytań			1	0
kolor			1	0
żółtej			1	0
czarne			1	0
zielona			1	0
biała			1	0
żółty			1	0
niebieskich			1	0
białe			1	0
białego			1	0
niebieskie			1	0
ojciec			1	0
rodzice			1	0
rodzic			1	0
małżeństwo			1	0
rodzicem			1	0
rodzeństwo			1	0
babcia			1	0
babcie			1	0
dziadek			1	0
małżeństwem			1	0
dziadkiem			1	0
muzyka			1	0
muzyki			1	0
ją			1	0
je			1	0
ich			1	0
jego			1	0
jej			1	0
moje			1	0
mąż			1	0
rodzinę			1	0
ciocia			1	0
wujkiem			1	0
wujek			1	0
żona			1	0
ciocią			1	0
rodzina			1	0
wujka			1	0
brat			1	0
bracia			1	0
córka			1	0
tata			1	0
córki			1	0
ojcowie			1	0
siostry			1	0
synowie			1	0
siostra			1	0
ojcem			1	0
syn			1	0
siostrami			1	0
szkoły			1	0
domu			1	0
dom			1	0
moi			1	0
twoi			1	0
wasi			1	0
twoi			1	0
nasi			1	0
moi			1	0
wasi			1	0
nasze			1	0
twoje			1	0
moje			1	0
nasze			1	0
twoje			1	0
wasze			1	0
wasze			1	0
twoja			1	0
nasza			1	0
moja			1	0
nasza			1	0
wasza			1	0
wasza			1	0
twoja			1	0
mój			1	0
nasz			1	0
twój			1	0
jej			1	0
czapkę			1	0
sukienka			1	0
głosy			1	0
książka			1	0
książkę			1	0
skarpety			1	0
czapka			1	0
czapki			1	0
majtki			1	0
buty			1	0
but			1	0
bluza			1	0
kapelusz			1	0
bluzę			1	0
koszulę			1	0
sukienkę			1	0
koszula			1	0
sukienki			1	0
